source,title,authors,doi,arxiv_id,published_date,year,container_title,venue,publisher,abstract,keywords,is_open_access,url,download_url,local_path,download_date,citation_count,type
crossref,DRIVING SUSTAINABLE CHANGE: A REWARDING SYSTEM FOR CARBON EMISSION REDUCTION USING CRYPTOCURRENCY,,10.48047/nq.2020.18.8.nq20242,,2023-11-05,,NeuroQuantology,,,,,True,https://doi.org/10.48047/nq.2020.18.8.nq20242,https://neuroquantology.com/open-access/DRIVING+SUSTAINABLE+CHANGE%253A+A+REWARDING+SYSTEM+FOR+CARBON+EMISSION+REDUCTION+USING+CRYPTOCURRENCY_12550/?download=true,carbon_papers\DRIVING SUSTAINABLE CHANGE: A REWARDING SYSTEM FOR CARBON EMISSION REDUCTION USING CRYPTOCURRENCY.pdf,2025-05-14,,journal-article
crossref,Life Cycle Carbon Emission Accounting Method for Vehicles,,10.1007/978-981-19-7502-8_2,,2023,,China Automotive Low Carbon Action Plan (2022),,,,,False,https://doi.org/10.1007/978-981-19-7502-8_2,,,,,book-chapter
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Weixian Wei,10.32388/ddoag5,,2023-02-24,,,,,,,True,https://doi.org/10.32388/ddoag5,https://www.qeios.com/read/DDOAG5/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Tingshuai Lu,10.32388/iw4d1z,,2023-03-23,,,,,,,True,https://doi.org/10.32388/iw4d1z,https://www.qeios.com/read/IW4D1Z/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Jianquan Guo,10.32388/dq2dym,,2023-02-24,,,,,,,True,https://doi.org/10.32388/dq2dym,https://www.qeios.com/read/DQ2DYM/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Harshit Mittal,10.32388/teull2,,2024-03-19,,,,,,,True,https://doi.org/10.32388/teull2,https://www.qeios.com/read/TEULL2/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Haonan Zhang,10.32388/l3jthi,,2023-02-26,,,,,,,True,https://doi.org/10.32388/l3jthi,https://www.qeios.com/read/L3JTHI/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Nan Li,10.32388/0c5dqp,,2023-03-08,,,,,,,True,https://doi.org/10.32388/0c5dqp,https://www.qeios.com/read/0C5DQP/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Yang Xu,10.32388/htd4ix,,2023-02-20,,,,,,,True,https://doi.org/10.32388/htd4ix,https://www.qeios.com/read/HTD4IX/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Field Emission from Multiwalled Carbon Nanotubes,M. Sveningsson,10.1063/1.1514180,,2002,,AIP Conference Proceedings,,,,,False,https://doi.org/10.1063/1.1514180,,,,,proceedings-article
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Rao Zhang,10.32388/abytd1,,2023-02-18,,,,,,,True,https://doi.org/10.32388/abytd1,https://www.qeios.com/read/ABYTD1/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Gaoxiang Gu,10.32388/6a08uz,,2023-03-07,,,,,,,True,https://doi.org/10.32388/6a08uz,https://www.qeios.com/read/6A08UZ/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Water pipe tobacco products � Determination of carbon monoxide emission of glowing water pipe charcoal � NDIR method,,10.3403/30361437,,,,,,,,,False,https://doi.org/10.3403/30361437,,,,,standard
crossref,Enhanced Near-Infrared Emission from Carbon Dots by Surface Deprotonation,,10.1021/acs.jpclett.0c03383.s001,,,,,,,,,True,https://doi.org/10.1021/acs.jpclett.0c03383.s001,https://doi.org/10.1021/acs.jpclett.0c03383.s001,,,,component
crossref,Field emission properties and electronic structures of ultra small diameter carbon nanotubes,Yung-Ta Li; Tei-Chen Chen,10.1016/j.carbon.2009.01.005,,2009-04,,Carbon,,,,,True,https://doi.org/10.1016/j.carbon.2009.01.005,https://doi.org/10.1016/j.carbon.2009.01.005,carbon_papers\Field emission properties and electronic structures of ultra small diameter carbon nanotubes.pdf,2025-05-14,,journal-article
crossref,A New Method of Building Envelope Thermal Performance Evaluation Considering Window–Wall Correlation,Zhengrong Li; Yang Si; Qun Zhao; Xiwen Feng,10.3390/en16196927,,2023-10-02,,Energies,,,,,True,https://doi.org/10.3390/en16196927,https://www.mdpi.com/1996-1073/16/19/6927/pdf?version=1696247745,carbon_papers\A New Method of Building Envelope Thermal Performance Evaluation Considering Window–Wall Correlation.pdf,2025-05-14,,journal-article
crossref,Research on the Collaborative Pollution Reduction Effect of Carbon Emission Trading Policies,Li Yang,10.2139/ssrn.4679247,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4679247,,,,,posted-content
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Yuanyuan Yuanyuan,10.32388/b57l6r,,2023-02-03,,,,,,,True,https://doi.org/10.32388/b57l6r,https://www.qeios.com/read/B57L6R/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Haibo Sun,10.32388/lnmolf,,2023-02-14,,,,,,,True,https://doi.org/10.32388/lnmolf,https://www.qeios.com/read/LNMOLF/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,China Building Energy Use and Carbon Emission Yearbook 2021,Shan Hu; Yi Jiang; Da Yan,10.1007/978-981-16-7578-2,,2022,,,,,,,False,https://doi.org/10.1007/978-981-16-7578-2,,,,,book
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Hongwen Chen,10.32388/ho8nrw,,2023-02-03,,,,,,,True,https://doi.org/10.32388/ho8nrw,https://www.qeios.com/read/HO8NRW/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Xiangyan Sun,10.32388/f8i72y,,2023-02-23,,,,,,,True,https://doi.org/10.32388/f8i72y,https://www.qeios.com/read/F8I72Y/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Yang Yu,10.32388/l1s31r,,2023-02-06,,,,,,,True,https://doi.org/10.32388/l1s31r,https://www.qeios.com/read/L1S31R/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Water pipe tobacco products � Determination of carbon monoxide emission of glowing water pipe charcoal � NDIR method,,10.3403/30361437u,,,,,,,,,False,https://doi.org/10.3403/30361437u,,,,,standard
crossref,"Review for ""Optimization analysis of ultra‐high‐rise steel structure construction based on carbon emission""",,10.1002/eng2.12833/v1/review2,,2023-10-17,,,,,,,False,https://doi.org/10.1002/eng2.12833/v1/review2,,,,,peer-review
crossref,Pathways for the United States to reach zero net emission of carbon dioxide by 2050,,10.1036/1097-8542.br0209211,,,,AccessScience,,,,,False,https://doi.org/10.1036/1097-8542.br0209211,,,,,dataset
crossref,The transition to low and near zero carbon emission ports : extent and determinants,; Anas Alamoush,10.21677/phd230606,,,,,,,,,False,https://doi.org/10.21677/phd230606,,,,,dissertation
crossref,Carbon Emission Leakages,,10.1787/410535403555,,2020-06-25,,OECD Economics Department Working Papers,,,,,True,https://doi.org/10.1787/410535403555,https://www.oecd-ilibrary.org/deliver/410535403555.pdf?itemId=%2Fcontent%2Fpaper%2F410535403555&mimeType=pdf,,,,report
crossref,Carbon Nanotubes Decorated with Platinum Nanoparticles for Field-Emission Application,,10.1021/acsomega.9b01478.s001,,,,,,,,,True,https://doi.org/10.1021/acsomega.9b01478.s001,https://doi.org/10.1021/acsomega.9b01478.s001,,,,component
crossref,117. Anomalous thermal emission of bromine molecules from graphite-bromine residue compounds,V.R Deitz; J.L Bitner,10.1016/0008-6223(73)90453-3,,1973-12,,Carbon,,,,,False,https://doi.org/10.1016/0008-6223(73)90453-3,,,,,journal-article
crossref,Carbon Emission Prediction and Emission Reduction Analysis of Wastewater Treatment Plant Based on Machine Learning and Deep Learning,Fangqin Liu; Ning Ding; Guanghua Zheng; Jiangrong Xu,10.21203/rs.3.rs-4561438/v1,,2024-06-27,,,,,,,True,https://doi.org/10.21203/rs.3.rs-4561438/v1,https://www.researchsquare.com/article/rs-4561438/latest.pdf,carbon_papers\Carbon Emission Prediction and Emission Reduction Analysis of Wastewater Treatment Plant Based on Machine Learning and Deep Learning.pdf,2025-05-14,,posted-content
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Fagang Hu,10.32388/q2gnmp,,2023-03-06,,,,,,,True,https://doi.org/10.32388/q2gnmp,https://www.qeios.com/read/Q2GNMP/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Digitization and Carbon Emissions: How Does Rural Digitization Affect Agricultural Carbon Emission Intensity in China?,Mingming Jin; Yong Feng; Shuokai  kai Wang; Fangping Cao,10.2139/ssrn.4824555,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4824555,,,,,posted-content
crossref,Norway’s low carbon strategy,Jon Birger Skjærseth; Torbjørg Jevnaker,10.4324/9780429458118-6,,2018-09-03,,National Pathways to Low Carbon Emission Economies,,,,,False,https://doi.org/10.4324/9780429458118-6,,,,,book-chapter
crossref,Spatial and Temporal Evolution of Land Use Carbon Emission and Carbon Balance Zoning: Evidence from Xinjiang China,Jiahu Hu; Mengfei Song; Lianwei Zhang,10.21203/rs.3.rs-6184608/v1,,2025-05-06,,,,,,,False,https://doi.org/10.21203/rs.3.rs-6184608/v1,,,,,posted-content
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Ali Raza,10.32388/o7kfiq,,2023-02-15,,,,,,,True,https://doi.org/10.32388/o7kfiq,https://www.qeios.com/read/O7KFIQ/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Carbon Emission Modelling in China's Urban Industrial Sector in the Context of Carbon Peaking,Liang Zhao; Boyu Guo; Tingting Xu; Tianqing Han; Jianbiao Chen,10.2139/ssrn.5004749,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.5004749,,,,,posted-content
crossref,Factors influencing contractors’ low-carbon construction behaviors in China: a LDA-DEMATEL-ISM approach,Zhihai Wang; Wentao Wang; Dezhi Li; Yang Wang; Lugang Yu; Shenghua Zhou; Huan Zhou,10.1007/s11356-024-34433-0,,2024-07-23,,Environmental Science and Pollution Research,,,,,False,https://doi.org/10.1007/s11356-024-34433-0,,,,,journal-article
crossref,The Relationship Between Exhaled Aerosol and Carbon Dioxide Emission Across Respiratory Activities,Justice Archer,10.6019/s-bsst1431,,,,BioStudies Database,,,,,True,https://doi.org/10.6019/s-bsst1431,https://figshare.com/articles/journal_contribution/Relationship_between_Exhaled_Aerosol_and_Carbon_Dioxide_Emission_Across_Respiratory_Activities/26624364/1/files/48453441.pdf,carbon_papers\The Relationship Between Exhaled Aerosol and Carbon Dioxide Emission Across Respiratory Activities.pdf,2025-05-14,,dataset
crossref,Digitalization in Prefabricated Constructions and Carbon Emission Reduction: Empirical Evidence from China,Qiuyu Mao,10.2139/ssrn.4633524,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4633524,,,,,posted-content
crossref,Enhanced field emission properties of films consisting of Fe-core carbon nanotubes prepared under magnetic field,Noriaki Sano; Masakazu Naito; Takeyuki Kikuchi,10.1016/j.carbon.2006.08.003,,2007-01,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2006.08.003,,,,,journal-article
crossref,"Assessment of Energy Carbon Emission Reduction Potential from the Perspective of Carbon Footprint: A Case Study of Gansu Province, China",Bingjia Zhang; Xiaohua Song,10.2139/ssrn.4633904,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4633904,,,,,posted-content
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Yueting Zhang,10.32388/6q2qhh,,2023-03-01,,,,,,,True,https://doi.org/10.32388/6q2qhh,https://www.qeios.com/read/6Q2QHH/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Liming Ge,10.32388/1ilk3z,,2023-02-19,,,,,,,True,https://doi.org/10.32388/1ilk3z,https://www.qeios.com/read/1ILK3Z/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Yan Han,10.32388/8i1rah,,2023-02-22,,,,,,,True,https://doi.org/10.32388/8i1rah,https://www.qeios.com/read/8I1RAH/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Fang Yinhai,10.32388/7qcu32,,2023-02-09,,,,,,,True,https://doi.org/10.32388/7qcu32,https://www.qeios.com/read/7QCU32/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Jiwei Zhu,10.32388/zrw6o4,,2023-02-24,,,,,,,True,https://doi.org/10.32388/zrw6o4,https://www.qeios.com/read/ZRW6O4/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Min Wang,10.32388/4rpue6,,2023-03-04,,,,,,,True,https://doi.org/10.32388/4rpue6,https://www.qeios.com/read/4RPUE6/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Collateral implications of carbon and metal pollution on carbon dioxide emission at land-water interface of the Ganga River,Kavita Verma; Jitendra Pandey,10.21203/rs.3.rs-759922/v1,,2021-08-10,,,,,,,True,https://doi.org/10.21203/rs.3.rs-759922/v1,https://www.researchsquare.com/article/rs-759922/latest.pdf,carbon_papers\Collateral implications of carbon and metal pollution on carbon dioxide emission at land-water interface of the Ganga River.pdf,2025-05-14,,posted-content
crossref,,,10.3030/889075,,,,,,,,,False,https://doi.org/10.3030/889075,,,,,grant
crossref,Field emission properties of carbon nanocoils synthesized on stainless steel,Li-li Li; Lu-jun Pan; Da-wei Li; Qin Zhao; He Ma,10.1016/j.carbon.2014.01.044,,2014-05,,Carbon,,,,,False,https://doi.org/10.1016/j.carbon.2014.01.044,,,,,journal-article
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Linjian Cao,10.32388/wuo3ex,,2023-02-07,,,,,,,True,https://doi.org/10.32388/wuo3ex,https://www.qeios.com/read/WUO3EX/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Carbon recycling for zero-emission carbon-neutral transportation,R. Mann,10.1179/174892406x144488,,2006-06,,Energy Materials,,,,,False,https://doi.org/10.1179/174892406x144488,,,,,journal-article
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Xiaoyu Wang,10.32388/msa8dz,,2023-02-27,,,,,,,True,https://doi.org/10.32388/msa8dz,https://www.qeios.com/read/MSA8DZ/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"A Study of China's Industrial CO2 Emission Reduction Path in the Context of ""Carbon Peaking and Carbon Neutrality Goals""",Enying Zhang; Hanze Song,10.21203/rs.3.rs-2265416/v1,,2022-12-15,,,,,,,False,https://doi.org/10.21203/rs.3.rs-2265416/v1,,,,,posted-content
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Yongmin Shang,10.32388/gazsww,,2023-02-17,,,,,,,True,https://doi.org/10.32388/gazsww,https://www.qeios.com/read/GAZSWW/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,The Impact of Multiple Emission Reduction Policies: Evidence from the Co-Existence of Carbon Emission Trading System and White Certificate,Lei Zhu; Xin Liu; Junqi Liu; Pengfei Liu,10.2139/ssrn.4739243,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4739243,,,,,posted-content
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Qiaochu Li,10.32388/7ebj88,,2023-02-03,,,,,,,True,https://doi.org/10.32388/7ebj88,https://www.qeios.com/read/7EBJ88/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Y ZhM,10.32388/n9rw64,,2023-02-13,,,,,,,True,https://doi.org/10.32388/n9rw64,https://www.qeios.com/read/N9RW64/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,Bi-Level Optimization and Carbon Flow Analysis of Integrated Energy System Considering Life Cycle Carbon Emission,YueFen Gao; FanPeng Kong; ChengBo Yun; LiZhuang Huang,10.2139/ssrn.4582960,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4582960,,,,,posted-content
crossref,Ocean Carbon Emission Prediction and Management Measures Based on Artificial Intelligence Remote Sensing Estimation in the Context of Carbon Neutrality,Bin Wang; Lijuan Hua,10.2139/ssrn.4611905,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4611905,,,,,posted-content
crossref,Carbon Emission Reduction Technology Options for Low-Carbon City and Smart City Under the Perspective of Sustainable Development,Anwei Wan; yongchun huang; Wei Cui,10.2139/ssrn.4961795,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4961795,,,,,posted-content
crossref,Emission Properties of Nanostructured Carbon Field-Emission Cathodes,A.G Chakhovskoi; N.N Chubun; C.E. Hunt; A.N Obraztsov; A.P. Volkov,10.1557/proc-685-d5.26.1,,2001,,MRS Proceedings,,,,,False,https://doi.org/10.1557/proc-685-d5.26.1,,,,,journal-article
crossref,Assessing Carbon Emission of Machine Tool Parts from Life Cycle Perspective and Emission Reduction Strategy Research,Zhaohui DENG,10.3901/jme.2017.11.144,,2017,,Journal of Mechanical Engineering,,,,,False,https://doi.org/10.3901/jme.2017.11.144,,,,,journal-article
crossref,Field Emission from Carbon Nanotube Systems: Material Properties to Device Applications,M. Sreekanth; S. Ghosh; P. Srivastava,10.1007/978-3-030-91346-5_61,,2022,,Handbook of Carbon Nanotubes,,,,,False,https://doi.org/10.1007/978-3-030-91346-5_61,,,,,book-chapter
crossref,Discussion about Calculation Principle of Carbon Emission in Low-Carbon Architectures,Xiao Fei Zhu; Da Wei Lv,10.4028/www.scientific.net/amr.213.302,,2011-02,,Advanced Materials Research,,,,,False,https://doi.org/10.4028/www.scientific.net/amr.213.302,,,,,journal-article
crossref,"Review for ""Recovering copper from e-waste: recyclable precipitation versus solvent extraction with carbon emission assessment""",,10.1039/d4gc06466f/v1/review4,,2025-02-07,,,,,,,False,https://doi.org/10.1039/d4gc06466f/v1/review4,,,,,peer-review
crossref,"Review for ""Recovering copper from e-waste: recyclable precipitation versus solvent extraction with carbon emission assessment""",,10.1039/d4gc06466f/v2/review2,,2025-03-06,,,,,,,False,https://doi.org/10.1039/d4gc06466f/v2/review2,,,,,peer-review
crossref,Extended KGEMM’s Emission Block With Carbon Pricing,Fakhri Hasanov; Heyran Aliyeva; Majed Almozaini; Carlo Andrea Bollino,10.30573/ks--2024-mp01,,2024-03-12,,,,,,,False,https://doi.org/10.30573/ks--2024-mp01,,,,,report
crossref,Generalist CEO and Carbon Emission,Ashrafee T Hossain; Abdullah Al Masum; Samir Saadi; Ramzi Benkraiem,10.2139/ssrn.4325941,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4325941,,,,,posted-content
crossref,Table 5: Regression results of carbon emission influencing factors of the non-ferrous metal industry by stages.,,10.7717/peerj.16575/table-5,,,,,,,,,True,https://doi.org/10.7717/peerj.16575/table-5,https://doi.org/10.7717/peerj.16575/table-5,carbon_papers\Table 5: Regression results of carbon emission influencing factors of the non-ferrous metal industry by stages..pdf,2025-05-14,,component
crossref,Practice for Evaluating an Optical Emission Vacuum Spectrometer to Analyze Carbon and Low-Alloy Steel,,10.1520/e1009-95,,,,,,,,,False,https://doi.org/10.1520/e1009-95,,,,,standard
crossref,Fuels,,10.1002/9783527826667.ch3,,2020-03-06,,Carbon Dioxide Emission Management in Power Generation,,,,,False,https://doi.org/10.1002/9783527826667.ch3,,,,,other
crossref,The carbon capacity nexus,; ,10.1787/5983c5f1-en,,2025-04-22,,,,,,,False,https://doi.org/10.1787/5983c5f1-en,,,,,book
crossref,"Carbon Emission Control, Tariff-Carbon Tax Reform and Intersectoral Migration in the Presence of International Capital Inflows",Mingjie Yang; Tai-Liang Chen; Yuxiang Zou,10.2139/ssrn.4928088,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4928088,,,,,posted-content
crossref,Test Method for Analysis of Carbon and Low-Alloy Steel by Spark Atomic Emission Spectrometry,,10.1520/e0415-99ar05,,,,,,,,,False,https://doi.org/10.1520/e0415-99ar05,,,,,standard
crossref,Test Method for Analysis of Carbon and Low-Alloy Steel by Spark Atomic Emission Spectrometry,,10.1520/e0415-17,,,,,,,,,False,https://doi.org/10.1520/e0415-17,,,,,standard
crossref,"Review for ""Recovering copper from e-waste: recyclable precipitation versus solvent extraction with carbon emission assessment""",,10.1039/d4gc06466f/v1/review1,,2025-01-16,,,,,,,False,https://doi.org/10.1039/d4gc06466f/v1/review1,,,,,peer-review
crossref,Digitalization in Prefabricated Constructions and Reducing Carbon Emission: Empirical Evidence from China,Qiuyu Mao,10.21203/rs.3.rs-3641210/v1,,2024-01-01,,,,,,,True,https://doi.org/10.21203/rs.3.rs-3641210/v1,https://www.researchsquare.com/article/rs-3641210/latest.pdf,carbon_papers\Digitalization in Prefabricated Constructions and Reducing Carbon Emission: Empirical Evidence from China.pdf,2025-05-14,,posted-content
crossref,"Global Implicit Carbon Emission Transfer Pathways, Responsibility Allocation, and Trade Remedies",Lizhi Xing; Chuke Jiang,10.2139/ssrn.4830799,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4830799,,,,,posted-content
crossref,Carbon Taxes and Emission Trading Systems: Which One is More Effective in Reducing Carbon Emissions? —A Meta-Analysis,maqsood ahmad; Xiaohui Fiona Li; Qiang Wu,10.2139/ssrn.4674526,,2023,,,,,,,False,https://doi.org/10.2139/ssrn.4674526,,,,,posted-content
crossref,The Coupling Synergistic Effect Analysis of Global Value Chain Embedding and Carbon Emission Reduction in China,Pei G,10.23880/jenr-16000317,,2022,,Journal of Ecology &amp; Natural Resources,,,,,True,https://doi.org/10.23880/jenr-16000317,https://doi.org/10.23880/jenr-16000317,carbon_papers\The Coupling Synergistic Effect Analysis of Global Value Chain Embedding and Carbon Emission Reduction in China.pdf,2025-05-14,,journal-article
crossref,Solitary Oxygen Dopant Emission from Carbon Nanotubes Modified by Dielectric Metasurfaces,,10.1021/acsnano.7b02951.s001,,,,,,,,,True,https://doi.org/10.1021/acsnano.7b02951.s001,https://doi.org/10.1021/acsnano.7b02951.s001,,,,component
crossref,Measurements of solar x-ray emission from the ions carbon and nitrogen VII.,W. Doyle Evans,10.2172/4285495,,1967-06-01,,,,,,,True,https://doi.org/10.2172/4285495,https://digital.library.unt.edu/ark:/67531/metadc1020912/m2/1/high_res_d/4285495.pdf,carbon_papers\Measurements of solar x-ray emission from the ions carbon and nitrogen VII..pdf,2025-05-14,,report
crossref,Table 6: Regression results of carbon emission influencing factors of the non-ferrous metals industry by region.,,10.7717/peerj.16575/table-6,,,,,,,,,True,https://doi.org/10.7717/peerj.16575/table-6,https://doi.org/10.7717/peerj.16575/table-6,carbon_papers\Table 6: Regression results of carbon emission influencing factors of the non-ferrous metals industry by region..pdf,2025-05-14,,component
crossref,The impact of the establishment of carbon emission trade exchange on carbon emission efficiency,Jing Chen; Wenlin Gui; Yunying Huang,10.1007/s11356-022-23538-z,,2022-10-15,,Environmental Science and Pollution Research,,,,,False,https://doi.org/10.1007/s11356-022-23538-z,,,,,journal-article
crossref,"Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction""",Sadia Samar Ali,10.32388/0h8tpf,,2023-07-04,,,,,,,True,https://doi.org/10.32388/0h8tpf,https://www.qeios.com/read/0H8TPF/pdf,"carbon_papers\Review of: ""Research on the uncertainty of low-carbon environmental governance system and its impact on the dual goals of carbon emission reduction"".pdf",,,peer-review
crossref,An Efficiency Perspective on Low Carbon Pilot City Policy and Carbon Emission Performance of Listed Enterprises: Quasi-Experimental Evidence from China,Jing Lan; Pei Wang,10.2139/ssrn.4896470,,2024,,,,,,,False,https://doi.org/10.2139/ssrn.4896470,,,,,posted-content
